naziv,opis,datum_od,stevilo,sifra_prizorisca,cluster_pca,center_distance_pca,cluster_tsne,center_distance_tsne
Koncert Nine Donelli v Rezidenci,petek nina donell rezidenca petek ura naprej nesrečen dan spremeniti srečen edinstven nina donell karizma prelep glas razvajati uspešnica prepevati nov uspešnica mil praznovati zadnji dan let povesel skupaj diska klub rezidenca lahek edinstven priložnost praznovanje novoleten zaključek program rezidenca popestriti plesen animacija edinstven plesalka mega knuplež rezervacija miza rezervacija miza obvezen nakup boati izbira vstop vstopnica nakup možen blagajna vhod diska klub rezidenca stičišče nepozaben zabava,2019-12-13 21:00:00,311,106417717399908.0,3,0.009346819066038292,3,34.52973446964823
Ritem Balkana I Sobota 1.Februar I Čili Club,znan besedilo plesen ritem kratek kriti vedno prekratek noč slišati ritem balkan sobota čil bar club btca city murski sobota velik hit trenuten tresti glasben scena welcom drinka raki party pijača vstopnina miza gmailc miza potreben prevzet kasneje ura prostor poseben slaviti rojsten dan imeti obisk posloven partner prijatelj pripravljati poseben after party večerja sodelavec vip prostor strikten namenjen gost število omejen več infa poklicati piš gmailc oseba star let nahajati nakupovalen središče btca city msobota,2020-02-01 21:00:00,240,1461682140639867.0,3,0.009388133309821658,3,31.19478002950682
Secret Disco / 23.11 / Generation bar & club,secreti disca secreti disca jak gizzy nadaljevati danec zgodba popularen val radij antena plesišče pozitiven energija master vokati živ unikaten scd paketa glasba soboten zabava videti secreti disca musica guiti mixcloud radijski oddaja secreti disca radio antena demodrop fre scd bootlegs facebook bar club cesta zora koper capodistrio prost vstop fre entry entrat gratuit pogoj vstop polnoletnost dresscoda casuati better infa vip miza infa cena vključevati boati izbira narezek oseba slan prigrizek pozabiti nepozaben zabava,2019-11-23 22:00:00,121,166970620528140.0,3,0.0094198347112385,3,33.94850606903852
Estrada ~ Nika Zorjan,tokrat iti počasi fejst pomati vruć plaža skupaj klub ustvariti vročičen zimski blamaža slovenski osvajanje nočen prizorišče zmeraj estraden frizura prihajati razplesavati mlad mičen prekmurek nik zorjati imidžo glamuren karakter ognjen prodirati bolj scena balkan ogrevanje odličen klubski atmosfera skrbeti dje stojka ognjen repertuar nik napolniti floor hit plaža apokalipes isaaca palma vruć bqti isaaca palma luna jonatan haller povabiti prijatelj deti dogodek sodelovati nagraden igra brezplačen vstopnica pijača dobrodošlica boati izbira več vstopnina predprodaja olaio omv slovenija trafik dan dogodek linka akcija ura pijača kupiti dobiti gratis aga limitstarosten omejitev xtima klub osojnikov cesta ptovati,2020-01-11 22:00:00,195,1551197985160217.0,3,0.01004815598930612,3,36.576185806121
EMIR ĐULOVIĆ @SPACE BAR (21.3.),emir đulović sobota spaca bar ponoven pripravljati naajboold zabava mesto sobota prihajati emir đulović bend prepoznaven več hit cipel svadba obljubljati nepozaben naaajdober žura jutranji velik ogrevan terasa light show prijeten ambient potreben potrditi vplačilo spaca bar kasneje dan koncert prevzet dan infa rezervacija,2020-03-21 22:00:00,174,289518995059825.0,3,0.010064341090921544,3,30.542792795511055
Yu-Rock na Kardeljevi // Miro Todosovski - Lara Grbić,dobrodelen koncert yurocka kardeljev miro todosovski lara grbić končen yurocka koncert kardeljev lopov pričarati spomin star simpatija glavobol naslednji dan četrtek auti caf atmosfera raztreliti ikon yurocka scena miro todosovski gostja presenetiti lara grbić rosen osvajati balkan okvir dobrodelen mesec delež denar prodan karta nameniti združenje europ donen karta predprodaja karta dan dogodek rezervacija vip miza vstop boati izbira karta vip rezervacija auti caf bigditi caf resti caf fakulteta družben veda kleme petek videti,2019-12-12 22:00:00,162,279163612942697.0,3,0.010091360835136393,3,12.844739594132106
MIKKova pustna diskoteka,sobota februar mikk klubski prostor vstopnina vstopnica prodaja mikkov kavarna naprej vstopnica omejen pohiteti nakup zdaj tradicionalen pusten diskoteka odličen plesen glasba poln nabit klub glasba selektirati hacka electonica vagabundos wals irski žura jutranji ura zagotovljen pozabiti pusten maska,2020-02-22 21:00:00,242,1374693992803754.0,3,0.010562344312378456,3,41.5682923788158
Just Us x RoP : DJ Masda (Cabaret recordings / JP),pobratiti dogodek sezona ekipa just povezovati podoben misleč kolektiv rit passaga družen bučen gostiti japonski tehen hous dje masda vinilen veteran daljen vzhod naraven izbira sklad radoveden zvočen karakter vpleten berlin živeč dje masda mesto scena izboriti vztrajen prefinjen raziskovanje zvočen pokrajina tehn hous izpeljanka djkariera segati masda spoštovan založba cabareta kjer izdajati bin evati baggs reden gost eminenten eskapad hoppetoss club der letos prihajati festival prej lahek ujeti velik floor štirka dje masda cabareta nitka rit passaga marina just vje smech artwork mih bezjak klub kersnikov ljubljana starosten omejitev aga limiti vstopnina entranec dan dogodek infa infa garderoba lost founda gmailc,2020-03-06 23:00:00,378,126700024052347.0,3,0.011206581297251684,1,34.17193763394838
Sladja Allegro New night club Opening in Ljubljana #DAY2,ljubljana bogat nov odpirati nov koncept klub ljubljana kjer lahek zabavati svetoven uspešnica zvezda balkan zamuditi priložnost del nepozaben otrvoritven večer sladja allegra zabavati nor zabaven poleten noč velik hit nov interier lep hostesa plesalka trajati zgodnji jutranji ura vabiti pura club ljubljana cesta ljubljanski brigada šiški ljubljana slovenio infa pureljubljanac vip miza pureljubljanac vstopnina,2019-08-31 22:00:00,738,445713185468708.0,3,0.011389535497589717,3,43.4732151411506
Dara Bubamara @PergolaPrestige,dar bubamara sobota julij zelo dolg čas prihajati oder ljubljenka občinstvo dar bubamara bestbalkanparty vstopnina entranec eura vstopnica volja predprodaja nakup mogoč dan dogodek ura dalja vhod pergolaprestiga starosten omejitev aga limiti pergol prestiga club obala portoroza slovenio emaiti infoclubpergol gmailc,2019-07-20 23:00:00,384,474937039249873.0,3,0.011447083284701138,3,45.7724069778024
