naziv,opis,datum_od,stevilo,sifra_prizorisca,cluster_pca,center_distance_pca,cluster_tsne,center_distance_tsne
Prihod Miklavža na Pušn šank - CELJE - Zabavazaotroke.si,več podrobnost sled vstopnina organizacija,2019-12-06 17:00:00,148,215208958687.0,6,0.04149574531271344,0,2.073227404395515
Brazilski večer / Brazilian night,vabiti kulinaričen doživetje večer brazilski pijača hrana rok brazilski kuharica rosangel rodrigues osrčje triglavski naroden park pravljičen vogel večer začeti večeren vzpon nihalka vogel nadaljevati restavracija panorama večer popestriti opazovanje zvezdnat nebo bohinj strokoven vodstvo priporočati prihod nihalka ura predviden povratek dolina ura vmesen vožnja izreden primer cena večerja program znašati eura oseba rezervacija sprejemati vključno četrtek teti booking vogels vabiti,2019-08-10 19:00:00,109,163720121043150.0,0,0.028725522481144624,0,2.25032139103528
Orient v Ljubljani - Slow Food Kabaret,drag ljubitelj dober orientalski večer postati pravi hit bolj povezati iti resničen bolje rok nadgraditi pravi kulinaričen doživetje pomenovati slow food kabareta slow food kabarej lahek pocrkljati izjemen menij rok kuharski mojster hicche haddaja tunis čakati hod arabski specialiteta brbončica popeljati dimenzija mezza arabski predjed topel predjed bulgura kubba polpeti grob mlet pšenica polniti meso pinjola batati kubba polpeti sladek krompir polniti pražen čebula mariniran sumak fermentiran zelenjava tahina limona juha kremen lečina juha pinjola kruhov čips maklub rižev torta jajčevec orešček dišeč začimba fatuš zelen solata granaten jabolko haruf počasi pečen jagetina pekoč krompir koriander tabbolu peteršiljev solata bulgur halaw arabski sladica vurhunski zahteva spremljav vrhunski vino vinski spremljav sestaviti vinotek štorij kulturen del večer poskrbeti plesalka orientalski ples alj shaar glasbenik mahmoud alkhatib folkloren plesen skupina haifa ustaljen navada znati priti razveseliti talent zadnji orientalski večer skrit gost odličen bobnar robert kovačič tokrat bolje prepričati sam cena menij program oseba pijača cena vključen videti petek pričakovati ura program začeti infa rezervacija abiklub falafels dogodek odvijati klubski prostor aba falafti trubarjev ljubljana rezervacija veljati večer dogodek ura število mesto omejen,2020-02-28 20:00:00,106,164864090229806.0,0,0.06678086261745521,0,2.329995558704316
Španski večer / Šef Blaž Kostanjšek / Duo Iza & Matic / 23. 8.,hol španski večer pomen španski vzdušje španski muski španski napitek hud španski jed rok šef blaž kostanjšek račun priti španski hrana chef blaž kreirati španski jed španski pivasangrija žeja gasiti pivo estrellasangriti chillati skladba robavs matica dokler robavs matica dokel terasa spremeniti španski kulinarika španski vajba ljubitelj dober družba okusen hrana eksotičen pijača popoln petek videti,2019-08-23 17:00:00,151,741375192585718.0,0,0.04443784284617981,0,2.4998431827761296
Gravel Track Day,sobota nedelja september organizirati open tracka day makadam poligon arena kamnolom verd dirkalnik imeti varnosten kletka sedež pas lahek pretečen fio homologacija možnost najem dirklanik suzuk balen več informacija sled ostal podrobnost kontaktirati fota kališek,2019-09-07 15:00:00,704,2411521172228060.0,6,0.014388553628587727,0,2.6318957541511785
Opasilo v Rodiku 2019,kdaj petek naprej kje rodik vaški dom turističen društvo rodik letos praznovati let obstoj namen potekati predstavitev zbornik turističen društvo rodik delovanje žurek rocka partyzan popestritev večer poskrbeti ines erbus turen briškoli prijava dan dogodek aleša zmagovalec čakati nagrada nastop gledališki skupina brca gabrovica komen gledališki komediti kraški intriga ples skupina jastreba ansambel skrivnost vrhunec večer skupina kingston psst praznovati let svet maša poudarek praznovanje obletnica mašniški posvečanje župnik nik čuk maša pogostitev vrt župnišče,2019-07-26 20:30:00,978,2733526343327595.0,5,0.004664890627883498,0,2.6961901547275704
Zaključek poletne sezone z ansamblom Veseli Begunjčani,zaključek poleten sezona vogel pozabavati ritem naroden zabaven ansambel vesel begunjčan poskrbljen kulinaričen ponudba jed žar slasten šmorna,2019-08-24 11:00:00,165,163720121043150.0,0,0.04419414182185387,0,2.6979399491681773
Kuhna na plac - četrta sezona,kulinaričen dogodek raznovrsten ponudba svež pripravljen jed izbran vino pivo mikropivovar,2019-09-07 10:00:00,132,855793194549730.0,6,0.04603027522800749,0,2.846422322009889
Vabim te na zmenek - Zakon večer v Ljubljani - Obvezna Prijava,drag mož mesec povabiti drag zmenek vedeti zagotovo prijeten večerja sladica ples živ glasba ponuditi mož skupaj oblikovati zakon večer organizirati žena vabiti hitreje izpolniti prijava spodnji povezava zagotoviti večerja poslovanje restavracija obvezen cec oseba ples dober družba zakon večer januar pričetek ura takrat otrok priden postelja restavracija vio bon prijava možen januar ura videti rok mohar zakonski skupina vač,2020-01-25 20:00:00,121,84692664153.0,6,0.038016671213656344,0,2.8556501357974904
Majine TORTE na 44. Ribniškem semnju v Ribniškem Gradu,majin torta lahek sladkati ribniški semenj najti ribniški grad stalen lokacija vodnjak sladkati lahek sedeti miza slaščica zapakirati dom ponudba različen okus torta presen torta lchf torta makrona cak pops,2019-09-01 07:00:00,108,382305202508973.0,6,0.02217278422547512,0,3.007779493401275
