naziv,opis,datum_od,stevilo,sifra_prizorisca,cluster_pca,center_distance_pca,cluster_tsne,center_distance_tsne
Jani Šepetavec Quartet: In Recital With Blues,petek hotel kras blues večer taktirka vrhunski novogoriški janija jan tenor alt saksofon ger crnković vokati kitara erika lapierra čebokel basa jura rozman boben recitati with blues janijev zasnovan sodoben blues shuffti funka afrobeati ritem ospredje sočasen igranje glaven melodija saksofon kitara občasen prelevi vzorec call anda respons spomniti star klasičen blues začetek letošnji let zasedba izdati serija vide glasba koncert video video video video video jan opravljen šolanje jazz oddelek srednji glasben baleten šola ljubljana obiskovati jazz institut gradec avstrija kjer uriti razred profesor karlheinz miklina uspešen glasbenik udeleževati mojstrski tečaj vrhunski mentor don menz dav liebman jerry bergonza bob mintzero donny mccaslina piš glasba različen projekt ustvarjati skladba reden sodelovati priznan slovenski glasbenik pop pevka nina pušlar liv nov gorica koncert sodelovanje jazz hram hotel kras obiskovalec koncert priporočati miza infa teti veljaven začetek koncert vstop prost,2020-03-13 21:00:00,124,38990022021.0,1,0.006996646787535159,6,24.579050865285456
Cankarjevi torki: Fed Horses,fed horses urd mihevca glas jura mihevca kitara lap steel danijeti bogatati violina mandolina kitara rok škrlj basa jura maček boben mitje kavčič klaviatura skupina fed horses velik pomemben osvežitev slovenski popularen glasba deklarirati alternativen country čelo odličen pevka urd mihevca prispevati krajinski žanrski različnost domač glasben scena sinonim kakovosten popularen glasba živ predstavitev vsakič znova dokazovati prostor drzen ustvarjanje sprejemanje glasba namenjen ozek specializiran poslušalec glasba zasedba prepričati širok občinstvo podpora val koncert cankarjev dom predstaviti nov klub eura,2020-02-04 20:00:00,445,265166920191742.0,1,0.007376052404014847,6,11.377754963176697
Malamor: Mistress Of Love,malamor večer ljubitelj treti mehiška trobenta pejotel raven puščavski cesta postgla retromex soulpunka atrakcija malamor sestavljen svet veter glasbenikov črn koder moter krotiti oko pesnica sana tah vsakoleten kroženje ljubljanski klub letos gati hala hala gati malamor bolj nor malamor španščina temen plat ljubezen nastal let ljubljana zasedba nahajati razpotje latina swing souti garažen punek let skupina izdati prvenec viti libertad podati turneja luža mehika nasloven skladba album mesto najti kratek film gregor andolški naslov tuneti naslednji album daisy bend izdatneje začiniti ostrina zvok malamor reža mačet thurman film kill bill grm avtomobil kurt russell film death proof glasba malamor glasba ljubitelj quentin tarantin čudaški sprevržen filmski izbruh glasba tequiti teči hitreje glasba golt habanera sana tah vokati luk ropreti kitara jak hawlina trobenta baroš gregor cvetka basa kitara blaž celarec boben muzik dje globaluna radio študent vstopnina musica policy postgla retromex soulpunka,2019-12-18 20:00:00,205,356008681090989.0,1,0.008237612416248812,6,30.12088607577564
EP release + koncert Picture Grey // special guests: Liburoa,solar puls musica presents koncert predstavljati težek pričakovan uraden premiera epje zasedba pictura grey naslov udaren skupaj fantastičen mariborski rocka zasedba liburo kratek izdati odličen prvenec naslov stories pavement pictura grey iti flisar vokati van cafnik kitara vasje bajda kitara šalamona basa kitara denis jančič boben liburo muršak vokati nika poštrak kitara jura gračner kitara jaš pavčič basa tina matuš boben koncert volja celoten merchandis majica cdje podpreti mariborski scena priti vstopnina eura projekt solar puls musica podpirati ministrstvo kultura republika slovenija,2019-11-15 21:00:00,249,119301271601960.0,1,0.008382936798990572,6,19.186874473515804
Dvorni bar predstavlja: Mef in Narodnoosvobodilni Bend,glasben doživetje dvoren bar nastopiti zasedba vokati kitara kitara ukuleti basa orglica kantavtor besedilec novinar radijski voditelj izolan postojnčan sam pravi multipraktik primes lenoba zato nastop redek zato bolj zanimiv kratek napolniti linhartov dvorana cankarjev dom prizorišče letošnji folkesti festival koper nastajati let spreminjati član navdušenje mefov pesem potem dobiti podoba akustičen trio priti zelo nastop mariborski lent mef skupina sestavljati armanda šturman kitarist takrat razpadel skupina zeber imaga ustanoven član zeber basist klaviaturist gorast radojevič čas član skupina brat mef pevec letos polet izdati snemati glasbenik ime narodnoosvobodilen bend nastopati mef tradicionalen akustičen trio električen skupina album nastajati poln let vsesplošen prepevajoč zelo intimen pripoveden infa poklicati pisati,2020-02-06 21:00:00,159,424706161019420.0,1,0.00852068614547802,6,22.924504724350605
Umek // Kurzschluss,kurzschluss predstavljati umek vstopnica cena ever umek lani razprodan deseturen techen maraton kurzschluss obeležiti obletnica glasben ustvarjanje fotr prijeti vzdevek slovenski oboževalec december nabor eminenten ime spremljati vrač mesto zločin december stopiti mešalka oder kurzschluss pravi sam edinstven prostor slovenija ustvarjen prvič predstaviti svež zvok letošnji let uspešnica dica environs retractor reden spisk set velik ime elektronski techen scena nositi poseben pomen obeleževati pomemben datum žena senka obljubiti večen zvestoba veljati pionir elektronski glasba slovenija trik mešalka naučiti let let kasneje lasten založba consumera recreation recycled loops voda skupaj valentin kanzyanij izdati miks let singlo posing postati nepogrešljiv del partyje odprt rok sprejeti meja elektronski glasba let material ustvarjati lasten techen glasben založba pot neomajen status steber svetoven techen scena poln izziv leten kariera uspešen premagovati podvig prislužiti priznanje uspeh potrjevati svetoven merilo nastopiti več festival partyje klub praznovanje elektronski glasba nazadnje navdušiti ameriški puščava blacka rocka desert nevaditi kjer zatresti oder kulten festival burning mana popularen glasben trgovina splet elektronski glasba beatport zadnji let komad zasesti mesto techen lestvica vibrancy brethren specifica flavoura reden gibati top mešalka letošnji kurzschluss predstaviti svež zvok kraljevati vrh glasben lestvica techen odisejada dopolnilo leten nizozemec reiniera zonnevelda korak svet glasba narediti rosen let prvič obiskati učen ura klasičen klavir kmalu začeti komponiranje glasba izvajanje sola koncert ljubezen klasik zbledel študij udeležiti rejv zabava zaključek magisterij let pozornost posvetilo strast produkcija izvajanje techen glasba kmalu pritegniti pozornost velik ime scena uporabiti miks oliver koletzek careti cox richio hawtina moby zahvaljevati znanje klasičen glasba izkušnja obisk rejv party ustvariti edinstven mešanica zvok glasben stvaritev dajati poseben širina globok melodičen bolj razbijajoč acid techen združevati prepoznaven odrski nastop prisega spontanost sinergija začutiti stran množica let ustvarjati lasten založba filth acid služiti platforma odkrivanje nov razsežnost techen glasba hit things might hav said album megacity servanta zavzeti mesto lestvica beatport prebiti hollywood tovrsten uspeh zadovoljiti prehiter produkcijski veščina nastop tresti plesišče svet vplivati soustvarjati techen svet prihodnji nabor eminenten ime pridružiti oder francoski producent didžej matti sassariti dokaj svež ime glasben stratosfera izdaja založba terminal intec tronica relief sec tec hiter uveljaviti zasidrati ospredje nov techen scena moč vztrajen dokazovati studio vloga producent mešalka edinstven mešanica techen tech houseo neutruden nastop cel svet krmara kariera pot povsem pisan koža podpora velik ime careti cox adati beyer josep capriat chris leibing nicola moudaber zvezda prihodnost zelo naklonjen kurzschluss dogodek informacija več umek hit all want cheezina collision wall ravaged vibrancy umek splet www fba mca sce yti vprašanje dobiti infa kurzschlusss,2019-12-20 22:00:00,6815,243956005758989.0,1,0.008672320986898463,1,26.378532326591934
Koala Voice in Shakin’ • Orto Fest • 3.4.2020,koati voica četvorec koati voica let ponoven vračati ortofesti takrat poznati uspešnica disca prvenec kangaro danes poznati spremljevalec glasben scena slovenija hitič lep zadnji album horsio največkrat predvajati pesem val let let odigrati turneja skupen koncert nemčija avstrija slovaški hrvaški bosen srbija italija španija nastopiti lokacija slovenija klub spraševati kam iti lahek zbežati pravi glasben večer povezati facebook inst bandcamp shakin shakin blues rocka trojec karizma ponuditi trobenta whit stripovski dvojec kitara boben ponuditi odličen zvočen zabava konec let izdati studijski album gentel spleten stran linka youtuba linka instagram linka facebook linka glasba,2020-04-03 20:00:00,693,378314441102.0,1,0.00874883251590392,1,30.39588667340249
Koncert: Potnik • Lusterdam @CMK,petek potnik lusterda cmka potnik domač teritorij predstaviti skladba izdan album skupaj zatresti cmka vstopnina potnik obalen rocka zasedba začetek mesec izdati prvenec uspešen singlo tuj roka album napovedati singel retrospektiva uspešen postaviti seznam predvajanje slovenski radij zmagati pesem pol radio koper singel tuj roka singel retrospektiva album lahek koncert poslušati digitalen platforma kupiti izvod shopdallass lusterda banda žila pretakati postrocka kitarski pop primes grunge countryje zasedba sestavljati hieron vilar vokati kitara gonilen sila banda mirka medved kitara jura volgemut boben vena jemeršič basa uspešen intenziven let predstavljati dober slovenski album lep godrnjati izdan sept lusterda koncert sezona premieren predstaviti nov singla tam drevo rasti počasi plesen korak lahek uriti uveljavljen hitič lep godrnjati mesec kolo priti popevka teden val bel miš sonce itd noč pestra jutranji kava poln nov zgodba muzičar lusterda predstaviti topel svež skladba pripravljati naslednji album priti top balza uho počitek oči lep godrnjati kolo priti mesec dogodek potek podpora mesten občina koper,2020-02-28 21:00:00,107,551779861642881.0,1,0.009242871447171416,6,26.475052486742996
Koncert: Tribute to the Doors 2.0,doors skupina poustvarjati skladba legendaren zasedba doors poustvarjanje področje resen glasba nesporen aktivnost področje popularen rocka glasba poustvarjanje greh doors ponujati pogled skladba očetov psihadeličen rocka poezija zasedba sestavljati star znanec slovenski tuj oder boštjan andrejc bushy kitara vokati patricka vlačič basa andreja marinčič klaviatura povratnica glasben oder aleksander andrejc bet boben vstopnina eura prodaja špital prjatla primer slab vreme dogodek odpasti,2019-08-16 20:30:00,167,1432326970335548.0,1,0.009291787935158611,6,19.433807738312343
Prifarski muzikanti @Mislinja,prifarec prihajati mislinji točen dvorana lopati petek november prifarec dolg svet dolg oder leto jubilejen slaviti let obstoj skupina začeti spremljevalen tamburaški skupina domač folklorist let delovanje izdati plošček takrat izdati nagrada zmaga festival narečen popevka maribor nabrati reči zlat petelin dober eten album zmaga festival eten kosti zelo svetleč bleščeč zmaga festival slovenski popevka pesem let obstoj prvič preizkušati portorož festival melodija morje sonce pesem non reklo požeti številen simpatija sprejeti odločitev tekmovalnost festival odnehati glede glavnina članov skupina prihajati fara kolp majhen vasica občina kosti šteti približen prebivalec imeti hiša posebej ponosen tradicionalen jesenski nastop cankarjev dom ljubljana gati koncert prestolnica doslej zvrstiti mogočen bolje obiskan prejšnji pesem vižama ohranjati bogat raznolik slovenski ljudski izročilo odlikovati štiriglasen petje glasbenik kritika glede zaigrati priti prst uvrščati dober eten glasben skupina slovenski prifarec mitje ferenca berd kitara basa kitara tenor valentina južnič bisernica basa martin marinča diatoničen harmonik basa tona obranovič klavirski harmonik tenor uroš obranovič bugarija tenor jerneja pečak violina tenor dejan šuštar brač basa vstopnica event prodajen mesto petrola pošta infa,2019-11-29 19:30:00,421,105516752814346.0,1,0.009865514566467198,6,22.658815944360303
