naziv,opis,datum_od,stevilo,sifra_prizorisca,cluster_pca,center_distance_pca,cluster_tsne,center_distance_tsne
"The Dawn, Fat Butlers + MacBeth",sobota ortobar potekati nastop okvir zmaga tekmovanje živ živ zmagovalec skupina fati butlers izzdati naslov dawn zapečatiti začetek delovanje dawn lahek poslušati različen glasben platforma youtuba spotify applemusica googleplay izzdati videospot skladba popevka teden vdati skupina let odigrati majhen kokr tud velik oder gora rocka lampionček casti festival prejeti pohvala vabiti spoznati domač oder ortobar vstopnina,2019-09-07 21:00:00,250,378314441102.0,4,0.007601050485428529,1,17.360993653956417
Jazz Ponedeljek: Milan Stanisavljević Quartet,tobačen dan džezenje tokrat nota podajati milan basist nikol matošič bobnar pedje igor matkovič milan avtorski glasba nastajati trio tokrat skladba zazveneti nov preobleka solist igor matkovič trobenta poseben gost srbija vzhajajoč zvezda srbski klubski scena predrag pedje kontrabas spremljati izkušen nikol matošič skladba nahajati plošča awakening celinek barnetti records lahek slišati skladba prihajajoč album milan quarteti jazz moderen temelj sodoben harmonski ritmičen glasben jezik milan quarteti igor matkovič trobenta milan nikol matošič basa pedje boben tobačen činčina foodporna tržaški cesta vstopnina infa infa tobacnae,2019-10-21 20:00:00,115,150249262281295.0,4,0.007681174035897414,6,32.007648581870754
AntiValentinovo #2,dvodneven koncerten dogodek druženje urban napreden mladina odbiti roker panker vrač ljubljana funky punka glasba dan pomladiti popeljati glasben raj sreda nastopiti infected elevators vater let dan glasben raj četrtek tms crew paraf nieta več nastopajoč dogodek lahek prebrati vstopnica,2020-02-12 20:00:00,2140,43956324012.0,4,0.007913060100125768,6,20.48522383472565
Movimiento Cumbiero,movimenta cumbiera glasben zasedba trst preigrati ritem cumbio sals trenuten zasedba tvoriti vokalist kitarist baltazar aviti bobnar henry dissaké tolkalist alessandra petruss kontrabasist andreo medeota klaviaturist francesca pignatar glasba movimenta cumbiera ritmičen zvočen srečanje spremeniti moderen psihadeličen različica latinskoameriški glasba vstop prost,2019-08-16 21:00:00,177,175703824416.0,4,0.00829441272790931,6,15.654281613709552
Pustni disko žur & Groovocado,pravi pusten žura vstopnina groovocada najbolj zdrav muzikadež zemlja velik količina vsebovati življenjski esencialen hraniti soula funka disca pop rokenrola biser vsebovati lep brada negovan las lasten jezus blagodejen učinkovati stres dolgčas nelagodje zadnji študija stanje imenovan safr živahen glasbenikov razmigati ritka groovocada monik mulec vokati tina ritlop vokati nejc kosanič kitara aneja pevec basa kitara tina brgleza klaviatura jura skaz boben vokati gregor preložnik trobenta vokati saša fekonj saksofon aleša levačič pozaven diska krogla čakati bonus točka maska slog let čas ponoven zagroovati skupaj,2020-02-21 22:00:00,155,1343820412337216.0,4,0.008379345672117991,6,23.396797194545044
Vlado Kreslin POjEZIJE,koncerten večer oder gledališče celj gostiti najbolj poslušan glasbenikov vlada kreslina tokrat predstaviti majhen možen izvedba popolnoma sam koncerten večer naslov pojezija kreslina glasba preplet poezija glasba pojesti ustvarjati čas skupina martin krpan prekmurski ljudski pesem oživljati legendaren beltinški banda podčrtati branje pesem zgodba zbirka pojezija venec povest beltinški banda višina zazven skupaj venec cesta micka vmes anekdota šaljiv prigoda najbolj intimen kreslina čist,2020-01-26 19:30:00,472,423095794421338.0,4,0.008846132679702322,6,27.39081802509941
Ikonični petek / Iconic Friday at the City Museum of Ljubljana,pozen večeren muzejski ikoničen petek ati iconica friday lata night ati museum scroll down for englis združiti ljub družba užitek pozen večeren ogled razstava ikon zaklad ruski muzej dodati prijeten trenutek muzejski atrij kozarec roka glasba izbran dje ikoničen petek junij julij avgust zadnji ikoničen petek avgust živ glasba povezovati toplina izraznost anbota glasben skupina združevati glasbenik amater različen glasben znanje pester poslanstvo ugleden sodnik filmski producent slikar menedžer član ansambel velik predanost soustvarjati današnji čas redek slišan glasba repertoar zajem pesem balkanski azijski narodov bolgarija armenij severen filmski tema fellina amarcord irski francoski ljudski motiv star latina hit klezmera mnog pesem melodičen impulz buditi slikati pokrajina čas živ glasba človek povezovati toplina izraznost ansambel poseben uglasiti dajati poseben nota pristen prizvok vedno naleteti lep odziv občinstvo anbota nekoč voda alda kumara zasedba alda kumara harmonik avtor glasba razstava ikon janez pirce kahon ruditi štravs nina dejati glerio basa kitara jakš kitara tamburica jud janez vlati violina beltra flavta član zbor psalliti peti odprtje razstava ikon iztok smeh klarinet miran mohar usten harmonik razstava ikon tomislava čizmić vokati nadomestilo ikoničen petek cena vključevati ogled razstava ikon zaklad ruski muzej glasba kozarec razstava ikon zaklad ruski muzej eng enjoy lata night visiti icons treasures russian museums pleasura youra favouriti company add this exchang museum atrium with glass vodek lima sod youra handa anda top evening outi with musica coming set renowned dje join ati thre iconica fridays jun july august join last iconica friday august when hav pleasura musicati musica group anbota for iconica friday prica includesa visiti icons treasures russian museums musica anda glass vodek lima sod read abouti hera fota andreja,2019-06-14 18:30:00,275,117495971633208.0,4,0.00965885156059172,4,17.404745523103504
blunout - Jure Godler & Tilen Artač (stand up) - 20.11.2019,jura godler tilen artača standup glasbenočarovniškoimitatorski zabava velik začetnica komik pisec igralec komponist čarodej jura godler let začeti igrati violina pozneje klavir izobraževati glasben akademija mozarteum salzburg let začeti sodelovati saš hribar ekipa radio gagati oddaja hribar številen oddaja nacionalen komercialen televizija trenuten voda oddaja teden jure godler planet tilen artača profesionalen glasbenik violončelist magistrirati akademija glasba zagreb nadaljevati šolanje akademija glasba gradec let poseben dosežek področje žlahten humor prejeti nagrada frane milčinski ježek zmagovalec sezona oddaja znan obraz imeti glas več let sodelovati ekipa radio gagati predstava jura godler tilen artača standa umetnik združiti zaigrati inštrument godler predstaviti izbor dober trik odrecitirati pesem presenetiti artača delovati medij spregovoriti velik znan slovenski tuj estradnikov politikov javen osebnost svetlati makarovič serpentinšek pahor ruplo kučan erjavec zvezdan vstopnica jocopy karantanski domžati blunouti musica club ljubljanski domžati infa blunoutclub gmailc rezervacija slediti follow fbblunoutclub instagram blunoutclub,2019-11-20 20:45:00,178,1644359842479171.0,4,0.009742456880817318,6,18.855653509332654
Koncert LAČNI FRANZ,letošnji jubilej skupina lačen franz banda prigovarjanje nov publika star fan odločiti obuditi velik hit koncerten program naslov letos miniti natanko nastanek skupina lačen franz jubilejen program dokazati vedno anagažiran glasen udaren žanrski samosvoj pesem železen repetruar leto pridobiti aktualnost pripomoči nov prepesnjen čist svež koncert mogoč slišati legendaren praslovan zarjavel trobenta stran poljub narisati ustnica čakati dihati ovratnik zadnji večerja zdravljica nov okupatorek bolj star bolj nor ladja norec muca palo duša šankrok nov bog jebiveter junior zadnji ugasniti luč štajerec gati glava itd,2019-11-29 22:00:00,928,1.021991363666116e+16,4,0.009919207788038162,1,9.179641502229975
Zala in Gašper v Narodnem domu Celje,hej celj april prihajati naroden dom kraj predstaviti nov album vstopnica prodaja mnog trafika splet tukajl nov album lahek poslušati povezava kmalu prihajati nov spot kjer zal zastrupiti gašper odpeljati počitnice,2020-04-24 20:00:00,244,2310260512605342.0,4,0.00996609934624842,1,16.781570790264247
