naziv,opis,datum_od,stevilo,sifra_prizorisca,cluster_pca,center_distance_pca,cluster_tsne,center_distance_tsne
Vaša pustolovščina s sistemom EOS R,ull lohmann canonov ambasadorek prihajati november ljubljana čast lahek povabiti dogodek kjer gostovati priznan canonov ambasadorek ull lohmann edinstven dogodek muzej arhitektura oblikovanje grad fužina pridružiti november fotograf bor dobrina deliti izkušnja sistem eos priti prepričati lahek sistem eos ustvarjati edinstven pustolovščina število mesto dogodek omejen zato potreben prijava prijaviti lahek privaten sporočilo facebook stran canon slovenija vključno ponedeljek november kje muzej arhitektura oblikovanje rusjan trg ljubljana kdaj sreda november ura agenda produkten specialist ferenca torok sistem eos nastavek bor dobrina uporaba canon eos fotoaparat kombinacija objektiva možnost povezovanje odmor kava predavanje ulle lohmann pustolovščina eos ull lohmann nemški fotografinja ull lohmann pravi naslov iskati pustolovski adrenalinski fotografija pogost zabeležiti skrb planet portret človek svet poseben več let objektiva dokumentirati najbolj ekstremen okolje fotografija objaviti najbolj ugleden založnik nationala geographica bbca red bull revija geo ull sodelovati pustolovski odprava dokumentirati dogajanje vedno iskati priložnost znanje fotoaparat premagati velik izziv več lahek najti tukaj bor dobrin bor dobrina fotografija profesionalen ukvarjati let blizek portreten avtomota športen fotografija začetek profesionalen pot del dom tujina spremljati fotoaparat oprema znamka canon več bor najti tukaj bordobrinc,2019-11-06 17:30:00,384,163500216995762.0,2,0.00843807153794325,4,4.50592703609354
Ni planeta B!,ponedeljek mih miklja stanje zemlja pretiti katastrofa član gibanje mlad podneben pravičnost mih miklja predstaviti znanstven stališče stanje zemlja prihodnost čakati vpliv človek okolje lahek posameznik družba storiti dober prihodnost torek igor jelovčan hiša naraven dostopen material hiša slama hec imeti zdrav dom naraven material želja vedno več človek izgled stan združiti več človek ideja sreda mlad podneben pravičnost izobraževalen delavnica mzpp vidik podneben kriza iskanje problem rešitev lokalen področje četrtek čas nov prehranski politika predavanje veganski kuhen falafel okus orient čas nov trajnosten prehranski politika problem povprečen evropejec varen meja zmogljivost planet obremenjevati bolj povprečen prebivalec svet živeti nadpovprečen udoben nadpovprečen razvaditi raba tla upad biotski raznovrstnost rušenje dušikov fosforjev krog najbolj vpliv obsežen živinoreja podneben sprememba najbolj vpliv močen odvisnost fosilen gorivo varen meja zmogljivost planet človek preseči naslednji področje raba tla upad biotski raznovrstnost podneben sprememba porušen dušik fosfor varen meja zmogljivost planet nanašati poraba voda presežen nov raziskava kazati področje zabresti območje negotovost kmetijstvo pomemben prispevati preseganje presežen varen meja zmogljivost planet kmetijstvo preživetje človeštvo nujen treba ugotoviti del kmetijstvo najbolj neracionalen sektor kmetijstvo škodovati planet prehranski varnost hkrati vljuden vabiti predavanje vodilo matevž jeran predlagatelj pobuda vlada čas nov trajnosten prehranski politika predstaviti osnoven smernica pobuda bolj trajnosten razvoj slovenija področje pridelovanje hrana matevžev pobuda lahek prebrati veganski kuhen falafel okus orient ponujati klasičen falafel gurmanski falafel sladica sladek kuskus orešček rožen voda falafel zaviti domač kruh saža podmazati humus obložiti zelenjava preliti veganski jogurt tahinij gurman dodati popečen zelenjava vabiti vstop prost,2019-10-07 19:00:00,181,334501009947618.0,2,0.00864530644736564,4,35.583576932765645
Maribor Hardware Meetup,maribor hardwara meetup serija dogodek kjer zainteresiran svet elektronik telekomunikacija tehničen področje izmenjevati izkušnja strokoven znanje skupaj ustvariti zabaven projekt sodelovanje pridružiti dogodek običajen organizirati enkrat mesečen večeren čas poslušati zanimiv predstavitev sodelovati debata več,2019-11-06 18:00:00,113,179246555456406.0,2,0.009098522467018482,4,27.34510751766526
Po sledeh križarjev (filmski večer),društvo študentov zgodovina slovenija ish ljubljana vljuden vaba predstavitev ogled film sled križarjev film let posneti zgodovinar strokovnjak srednji vek doc mih kosa joža lenič igor jurič podati pot ljubljana jeruzalem predstavitev ogled film potekati torek november ura predavalnica filozofski fakulteta ljubljana prisoten doc mih kosa predstaviti zgodovinski ozadje križarski vojna snemanje nastajanje film doc milan lovenjak vljuden vabiti,2019-11-19 18:00:00,163,187649124605220.0,2,0.009210436818920089,4,25.737326311890943
FRI Webinar: Globoko učenje v računalniškem vidu,predstaviti globok učenje računalniški vid omogočitven tehnologija razvoj nov produkt reševanje mnog izziv različen področje seznaniti osnoven koncept delovanje poudarek predstavitev konkreten primer uporaba predaja praktičen izkušnja razvoj tovrsten rešitev skupaj poglobiti tehnologija nuditi potencial morebiten nov posloven priložnost oblika nov izdelek storitev izr profa danijeti skočati domen tabernik una dipti inža četrtek prijavnica,2020-04-30 17:00:00,121,333166240784141.0,2,0.009213237736750033,4,24.065260636329445
3. Slovenski kongres paliativne oskrbe,paliativen oskrba zagotavljati dober kvaliteta življenje bolnik kroničen neozdravljiv bolezen glede starost nuditi podpora svojec čas bolnikov bolezen obdobje žalovanje izvajati celosten neprekinjen integriran ostal temeljen stroka zgodnji obdobje aktiven preplet specifičen zdravljenje kasneje prehajati obdobje pozen paliativen oskrba obdobje zadnji dan življenje cilj ohranjanje vrednota posameznik dostojanstvo življenje zdravstven delavec sodelavec sodelovati oskrba neozdravljiv bolan potrebovati temeljen znanje paliativen oskrba vedno znova potreben znanje dopolnjevati nadgrajevati zato vabiti pridružiti slovenski kongres paliativen oskrba kjer skupaj tuj strokovnjak spregovoriti najbolj aktualen tema področje,2019-10-25 00:00:00,203,629607783785541.0,2,0.009224294835869761,2,30.96457558633138
Prehrana ultra-vzdržljivostne preizkušnje,četrtek fakulteta veda zdravje potekati strokoven izobraževanje naslov prehrana ultravzdržljivosten preizkušnja ekstremen vroč okolje poudarek hidracija primer praksa predavati luk roter maga dieteti imeti več desetleten izkušnja turen kolesarstvo neutrjen pot številen država evropa avstralija strokoven ukvarjati kondicijski treniranje udeleženec izobraževanje predstavljen nov dokaz podprt prehranski priporočiti smernica izsledek raziskava področje vzdržljivosten ultravzdržljivosten vadba vroč okolje primerjava konkreten prehranski analiza primer praksa kjer možnost optimalen prehranjevanje hidracija močen omejen predstavljen vedno bolj priljubljen način rekreacija življenjski slog turen kolesarstvo ang bikepacking,2020-04-02 15:30:00,162,283081142539.0,2,0.00925400576664793,2,10.475318592443804
Opazovanje vesolja - Saturn,naposled letošnji opazovanje nebo spaca night streha center noordung zgoditi pripraviti strokoven predavanje profesor igor žiberen planet saturna predavanje predstaviti kratek zgodovina raziskovanje velik planet osončje spoznati notranji zgradba proces atmosfera poseben pozornost žiberen nameniti saturnov obroč razlika jupitrov uranov neptunov viden zemlja spregovoriti imeti saturna obroč lep viden opazovanje slediti primer jasen vreme planet obroč opazovati prijava zbirati infa centernoordungs cena prodaja dan dogodek videti izpostavljati profa igor žiberen rojen let maribor doktor geografski znanost predstojnik oddelek geografija filozofski fakulteta univerza maribor predsednik astronomski društvo orion maribor področje raziskovalen del fizičen geografija mikrokel mesten klima topokel podneben sprememba geografski informacijski sistem varstvo okolje astronomija ljubiteljski ukvarjati srednješolski let štirikraten zmagovalec messerjev maraton zmagovalec messerjev plus maraton področje astronomija ukvarjati opazovanje objekt globok nebo deep sky objekt spektralen analiza zvezda opazovanje spremenljivka proučevanje problematika svetloben onesnaženje,2019-09-14 19:00:00,474,1829338954054972.8,2,0.009438434066162932,4,38.38054098715
Delavnica: Zakaj sem tako anksiozna?,sodoben družba tesen prepleten anksioznost premalokrat vprašati anksioznost pomen sporočati pojavljati sedaj mnogokrat skušati anksioznost zatreti udušiti različen način izogniti razumljiv lahek neznosen onemogočati vsakdanji življenje malokrat iskati rešitev kratkotrajen užitek beg beg odmakniti hkrati dragocen anksioznost sporočati znati prisluhniti zelo lasten lahek približati pričeti tesnoba govoriti nasloviti lahek omogočiti pridobiti bolj poglobljen vpogled pričetek zastavljanje vprašanje pričeti dotikati vprašanje lasten želja živ živet ipd pričeti možnost prijava anajereb czps več,2020-02-27 18:00:00,230,529072317532061.0,2,0.009734794644004572,2,35.95136273322424
"Predavanje: Bojan Djurić, Umetnost rimskih sarkofagov",poleten premor ponoven vabiti naroden muzej slovenija metelkov predavanje ciči torek mesec bojen djurić umetnost rimski sarkofag proizvodnja alpa karpati čas vladavina rimski cesar hadrijan vladati naprej sarkofag najbolj množičen serijski proizvod rimski kiparstvo pogost ohranjenost danes poznati dokaj dober kiparski delavnica mesto rima bližnji ostija glaven središče proizvodnja sarkofag aten dokimija frigija afrodizija karija efeza jonija prokonez marmoren morje številen majhen manj pomemben središče središče proizvajati lasten oblika okras vezan večinoma lasten vir marmor redkeje kamen osrednji velik proizvoden središče rima kazati pogled bogat paleta uvožen oblika material prihajajoč glaven sredozemski kamnolom prostor alpa karpati delovati več pomemben nadregionalen regionalen kamnolom gummerna pohorje budakalàsz rajić dardagan tašmajdan izdelovati bolj manj dodelan sarkofag izvažati mesten središče potreba provincialen elita tam polizdelek kiparski delavnica oblikovati vrsta kiparski izdelek dokončen izdelati zato sarkofag različen kamnolom delavnica mesten središče močen razlikovati oblika okras sirmijski delavnica kazati dokončen oblikovati krasiti uvožen polizdelek številen različen nadregionalen vir predavatelj bojen djurić profesor klasičen arheologija filozofski fakulteta univerza ljubljana pokoj dolg let ukvarjati preučevanje rimski kiparski proizvodnja najprej območje slovenija nato območje panonija prostor vzhoden alpa karpati navezava tematika zgodaj začeti ukvarjati vprašanje preskrba mesto kamen raziskati glaven rimski kamnolom emona podpeč ljubljana glaven rimski kamnolom sirmij sremski mitrovica dardagan zvornik raziskava sirmij let raziskovati arhitekturen člen notranji okras poznoantičen vilepalača cesar galerija felix romulian gamzigrad vzhoden srbija predavanje potek naroden muzej slovenija metelkov del spremljevalen program razstava romati aeteren mojstrovina rimski kiparstvo fundacija din ernest santarell predavanje brezplačen fotografija rimski metropolitanski sarkofag upodobitev meleagrov lov kalidonski merjasec stoletje kapitolinski muzej rima fota bojen djurić,2019-10-01 18:00:00,101,2729136110431855.0,2,0.010012129270003922,0,33.911824080924916
