naziv,opis,datum_od,stevilo,sifra_prizorisca,cluster_pca,center_distance_pca,cluster_tsne,center_distance_tsne
Tiptons Sax Quartet & Drums / Začimbe jazza - vagon št. 2,postaja mesec ustaviti poseben vlak začimba vlak daleč dišati eksotika vlak prepotovati prostor čas vlak prinašati kumina origan bazilika maroški meta sibirski čaga indijski curry izraelski kardamona pripraviti pravi fuzija glasben okus kjer klasičen jazz oplemenititi začimba afrobeati eten glasba hiphop souti rocka funek psihedelij vstopnica predprodaja član kška predprodaja ostal dan dogodek vagon pripeljati oddaljen združen država amerika mednaroden uveljaviti saksofonski kvarteti sestavljati izključen ženski spremljav avstrijski bobnar robert kainar čast ženski saksofonistka billy tipton stoletje uveljaviti glasben scena krinka moški poimenovati tiptons sax quarteti drums igrati zelo interaktiven živahen glasba kombinacija izviren kompozicija glasben aranžmaj kotiček svet zadnji let izdati album publika vsakič navdušiti ljubezen ritmičen prepletanje igriva improvizacija unikaten vokalen harmonija molodija potešiti duša priti nepozaben koncert popeljati zvok mikrobig banda zasedba gospel grassroots balkan glasba jazza funek web fba poslušati vozen red vrata tiptons sax quarteti drums,2020-03-07 21:00:00,207,334501009947618.0,1,0.017299911503599157,6,3.0029838378509286
BalKan duo - Vasko Atanasovski in Zoran Majstorović,glasben poslastica prekaljen mojstrov zvok spajati desetletje izkušnja ustvarjanje preigravanje klasičen glasba jazza tradicionalen glasba rocka močen glasben osebnost uporabljati bogat instrumentarija ustvarjanje različen zvočnost potovati avtorski skladba tradicionalen pesem izhajati različen kultura svet glasba balkan nosilka repertoar vaska atanasovski saksofonist flavtist najbolj vsestranski kreativen slovenski skladatelj glasbenikov znan sodelovanje svetoven znan jazz rocka klasičen glasbenik mojstrski pristop glasben stil izdati album delo prislužiti številen pohvala občinstvo kritik zoran majstorovica jazz glasbenik kitarist multiinštrumentalist aranžer skladatelj prejemnik številen nagrada sodelovati različen glasben projekt igra več orkester sodelovati nastop mnog domač hrvaški svetoven znan glasbenik umetniški interes omejen jazz eten glasba razširjen sredstvo umetnost presegati glasba ukvarjati zvok material sestaven delo vsakdanji življenje,2019-08-10 20:30:00,138,1283018978523582.0,1,0.0814781749140336,6,3.0194020419710426
Festival Etnika 2019,petek eura andreja hrvatina sola khanbezgetdijker indsloniz počen škaf sobota eura yatan klaris jovanović igor bezget konter kvarteti čompa andreja hrvatina razen tolkati drums obročen boben kalimba indijanski piščal klarinet kavati looper multinistrumentalist skladatelj oblikovalec zvok raziskovalec glasben pokrajina lokalen šaman khati bezget dijker koncert indijski klasičen glasba imrati khati glasbenik nositi bogat družinski tradicija igranje severnoindijski tolkati ime tabla vnuk velik fayaz khati all indio radio artist indijski glasba zaznamovati številen snemanje koncert velik ime indijski podcelina imrati tradicija nadaljevati duh severnoindijski glasben tradicija predajati generacija prihajati koncert imran predstaviti heika dijker tablist nizozemski umetnost igranje učilo velik fayaz khan igor bezget komponist kitarist maribor del glasben pot posvetilo indijski glasba igranje indijski tradicionalen instrument ime sarod počen škaf počen škaf prihajati ljubljanski ulica navdih iskati glasba tradicionalen neworleanški swing francoski šanson let izdati prvenec naslov stroj sušenje solza avtorski skladba muzicirati tam kjer imeti človek najraje ulica klub koncerten plesen dvorana počen škaf družiti prijateljstvo ljubezen ustvarjanje improvizacija iskanje nov način poslušalec zlesti koža yatan sola projekt multiinstrumentalist improvizator jan tomšič skupina caminoigrati album ishuan new childa yan pustiti neizbrisen pečat slovenski glasben scena slovenija sooblikovati glasben stil worlda musica klaris jovanović igor bezget klaris jovanović igor bezget prvič sodelovati let snemanje album vena dolenec steklen čas pevka gostujoč glasbenik leto zatem združiti pevka avtorica projekt hasreti član spremljevalen trio bahur takrat igrati vaska atanasovski nina mureškič album naslov izjemen lep sprejet kritik občinstvo konter kvarteti akustičen skupina konter kvarteti redek slovenski skupina izvajati tradicionalen klezmera glasba klezmera veseljaški godba aškenaški jud jugovzhoden evropa izjemen poskočnost pridih ciganskost odličen prodaja povsod kamor zanesti klezmera godba zmeraj zasedati pomemben pozicija judovski kultura prisoten pomemben vesel dogodek poroka praznovanje čompa čompa legendaren domač bend najmanj izdan album zasedba dolg let sestavljati šesterica članov igralski širok teatrski poklic družiti zadovoljstvo užitek ustvarjanje glasba skupina priznavati trendovstvo poplava žanr iskati samosvoj muzikalen izraz raznovrsten glasben tkivo poslušalec podaja beseda slovenski poet zajec rozman kocbek jesih glasben najbolj približati jazz etno osrednji mesto pripadati diatoničen harmonik raznolik vokalen interpretacija janez škof kazati uspešen spoj poezija glasba edin album izdati let poimenovati koncert pravi redkost redkost čompa droben krompir dolina trent skupina letos praznovati let zmeraj vedno znova navduševati svojevrsten originalen cirkusantski kabareten glasba zavezan akustičen zvok edinstven repertoar hrupen elan razglašen uigranost vstopnina petek eura sobota eura spleten prodaja karta petek sobota,2019-10-04 20:30:00,203,119301271601960.0,1,0.11989019612659535,6,3.1023205095786306
Začimbe jazza - vagon št. 1,postaja letos prvič ustaviti poseben vlak začimba vlak daleč dišati eksotika vlak prepotovati prostor čas vlak prinašati kumina origan bazilika maroški meta sibirski čaga indijski curry izraelski kardamona pripraviti pravi fuzija glasben okus kjer klasičen jazz oplemenititi začimba afrobeati eten glasba hiphop souti rocka funek psihedelij vstopnica kška član nečlan vstopnica možen kupiti dan dogodek jammies jazz funka rocka soula hiphop jammies avtonomen glasben celica citoplazma plavati funka jazz hiphop soula rocka ustvarjati ljubezen fiziološki odziv organizem poslušanje omenjen zvrst ribosom celica znaten vnos vitamin odeti sluz omogočati spoj poenoten gibanje preostal organel nadomestiti fotosinteza širok predel človeški telo kamor sonce posijati navzoč napajati nenadzorovan gibanje poslušati divji jezero banda jazz arta rocka progressiv rocka funka inštrumentalen zasedba divji jezero zvok lahek opisati jazzovski obarvan glasoven raven rocka opremljen zanimiv ritem aranžmaj črpati navdih glasba let slovenski tuj zasedba ustvarjati izključen avtorski artrocka glasba slovenski besedilo zanimiv ritem podlaga večinoma večglasen melodija kombinacija saksofon kitara harmonija barvati hammond oreči električen klavir živ organizem prilagajati okolje kjer dogajati sprememba poslušati,2020-02-15 20:00:00,113,334501009947618.0,1,0.05306483652215448,6,3.280315912845797
Defonija / Keltika: Colonna; Dörner / Grom; The Young Mothers,večer koncerten ciči defonija koncert young mothers xxiv mednaroden festival keltik cerkno marca colonen iti marca colonen klarinet basovski klarinet dörner grom sla nem axel dörner trobenta tomaž grom freeza zvočnik nastop izid album naslov omejen gibanje confined movement založba zavod volja cedejka omejen število unikaten narejen idrija young mothers nor håker flaten basa jason jackson altovski tenorski saksofon jawwaad taylora trobenta glas jonathati horen kitara glas stefan gonzaleza vibrafon boben glas frank rosaly boben gornji blagajna klubski vrata odpra začeti dovolj točen ura nadomestilo muzičist meja razum večer recital uvesti marca colonen dejavnost segati jazz prost folk muzika zelo cenjen sodoben klasičen glasba številen pisati posebej ugleden revija musica jazz uvrstiti talent let časnik iti manifesto leto nameniti stran zapisati iti dober glasbenikov zadnji čas razen zasedba sodelovati zlatek kaučič nadaljevanje spremljati odličen axel dörner kratek rečen trobenta evropa zelo unikaten unikaten glas jazz prost stalen sodelavec premnog orkestrski zasedba posameznica posameznikov scena najbolj znan sodelovanje bend loliti zasedba dio monks casina par tomaž grom stalen občasen sodelavec številen raziskovalec producent avtor prekaliti koncerten oče zvočen cikel neforma confin apert zvokotok zavod festival pedagog mentor pisec glasba film gledališki otroški predstava spiritus movens tukajšnji zadnji let izjemen razvejan dejavnost zatem slišati norveškoameriški naveza young mothers voda cenjen živeč norveški basist håker flaten poznati bend thing atomica bend håker flaten let teksaški austin kjer najti nov domovanje zasedba hvaliti kreativen glasba prvina jazza grindcor hiphop rocka povabilo vrsta viden ameriški glasbenikov imeti številen sodelovanje član bend igrati vodilen ime svet jazza rocka hiphop glasba plutonium farmers fre radicals paulina oliverosa william parker jayz mfa rosco mitchell thurston moor young mothers objaviti hvaliti album nastopiti vrsta festival jazz agost finski tamprati young mothers skleniti sinočnje dogodek sonica žgoč koncert teksaški fre punek star jazzovski glava premakniti stol molčeč hipster premikati slog izrazen ples derviš wir koncerten ciči defonija sofinancirati ministrstvo kultura republika slovenija mesten občina ljubljana oddelek kultura,2019-11-06 21:00:00,165,150439291789321.0,1,0.06445094012666078,6,3.607474956517499
"Aritmija & Guests - Žmauc, 8.8.2019",član zasedba tilen stepišnik klasičen akustičen kitara šemsudina din džop klasičen akustičen kitara sabih khati glas vinayak netek tabla mednaroden glasben projekt aritmija feati sabih khati vinayak netek začeti polet kitarski dvojec aritmija sodelovanje povabilo vrhunski glasbenik indijski mumbajati vokalistka sabih khati vinayak netkej virtuoz indijski tolkalo tabla začeti koncerten projekt preseči pričakovanje glasben srečanje razviti stalen glasben sodelovanje slovenski indijski glasbenikov več koncert indija evropa projekt izvajati lasten avtorski skladba worldmusica stil element balkanski ljudski glasba rocka flamenek klasičen glasba jazza bogat indijski glasben dediščina energičen hkrati prefinjen zvok indijski glasbenik odličen nadgrajevati aritmijin prepoznaven izraz mogočen glasben zlitje zasedba nastop polet sodelovanje nadaljevati pozimi povabljen kratek uspešen glasben turneja indija dolg poleten glasben turneja slovenija nastop poleten festival snemanje skupen cdje januar projekt izvedeti uspešen turneja indija zvezen država maharašter tamiti nad radžastan zimski spomladanski evropski turneja švica francija avstrija december povabljen odmeven gostovanje indija polet skupina nov evropski turneja švica italija slovenija kitarski dvojec aritmija sestavljati glasbenik skladatelj tilen stepišnik šemsudina din džop nastal let let delovanje duet razširjen zasedba tolkalist žiga šercer violinist vasiliti centrih glasbenik aritmija izvesti več nastop slovenija tujina švica nemčija francija anglija avstrija italija indija uzbekistan izdati cdje kitarski dueta izvajati avtorski skladba različen priredba prepoznaven slog glasba izvajati bolje opisovati oznaka worlda musica primer pomen mešanica balkanski ljudski glasba flamenek rocka jazza obsežen odrski delovanje aritmija sodelovati velik število izvrsten glasbenikov bojen cvetrežnik vaska atanasovski prismojen profesor blues terrafolk simboličen orkester ljuben dimkaroski vokalen kvarteti pell miloš simić polet aritmija začeti nov glasben sodelovanje izvrsten indijski glasbenik vokalistka sabih khati tolkalist vinayak netkej sabih khati indijski vokalistek več let posvetiti izpopolnjevanje tehnika indijski klasičen tradicionalen petje vsestranski vokalistek snemati filmski glasba reklamen oglas dokumentaren film nastopati oder svetoven festival vinayak netek indijski tolkalist virtuoza indijski tolkalo tabla skladatelj worldmusica filmski glasba aranžer nastopati svetoven oder japonski evropa glasbenik slaven indijski violinist subramaniam francoski kitarist titi robina nemškoindijski pianist skladatelj jarry singla številen,2019-08-08 20:00:00,156,334346787578.0,1,0.06399464271849443,6,4.077953745387254
ARITMIJA feat. S. KHAN & V.NETKE // GRAD GORI! // DOTDOTDOT,začetek star igra ristanca podkev gumitvist domač dobrota dota dota dota glasben trio avtorski glasba mešanica folk jazz klasičen glasba preplet lasten igriva nekonvencionalen svet zvok dodajati kanček drznost večplasten kreativen očarljiv dobitnik letošnji nagrada nacionalen tekmovanje folk worldmusica nemčija grad gora grad gora obujati slovenski evropski ljudski zgodba sveza luč povezovati ljudski tradicionalen glasba tradicionalen folk motiv trio sestavljati pevka brina vogelnik tekstopisk glasbenica pevka skupina brina matija solec karizmatičen harmonikas bar drnovsek fantastičen violinistek improvizatorek klasičen glasbenica skupaj igrati ljudski avtorski pesem presti strast milina moč koncert skupina predstaviti videospot johnny nastal sodelovanje lokalen skupnost progress don quichotti teater matiti zametek nov lutkovnoigran projekt nastopati matija solec tines špik aritmija feati sabih khati vinayak netek inds indijski glasben zvok prepoznaven izvrsten domač glasbenik glasben projekt skupina aritmija začeti polet skupina aritmija sodelovanje povabiti indijski glasbenik glasben virtuoznost nadgraditi aritmijin worldmusica zvok slog projekt črpati navdih različen glasben slog večina avtorski skladba magičen pridih pritajiti subtilnost silovit energija luč pokazati pristen nastop živ sabih khati indijski vokalistek več let posvetiti izpopolnjevanje tehnika indijski klasič tradicionalen petje vinayak netek indijski tolkalist virtuoza indijski tolkalo tabla skladatelj worldmusica filmski glasba aranžer nastopati uveljavljen glasbenik svetoven oder japonski evropa zasedba sabih khati vokati vinayak netek tolkati šemsudina din džop kitara tilen stepišnik kitara polnočen sprehod vodenje okolica grad snežnik nepričakovan preobrat,2019-08-09 18:00:00,194,114498021897351.0,1,0.04628991516846646,6,4.09712801507391
"Drama Akustika: Vasko Atanasovski, Melem",edicija atz goj quarteti atz goj quarteti sestavljati izjemen glasbenik snemanje nov album avtorski glasba združiti vaska znan sodelovanje svetoven znan glasbenik mojstrski pristop glasben stil izjemen glasben opus glasbenik kvarteta vodilen virtuozen instrumentalistov evropa svet akordeon italijan simona zanchina vrhunski tubist michel godard član zasedba igra boben indijski tabla poljak bodek janka skupen gost koncert nastopiti ariel sin vaska uspešen mlad dijak maribor celovec šopek virtuozen evropski glasbenikov združevati let trajajoč navdih poln projekt mel prevod pomen zdravilo tokrat izvedba močen avtorski glasba pretakati neskončen ljubezen večnost strast vaska sla sax flavta simona zanchina iti akordeon michel godard tub bodek janka plda boben tolkati gost ariel,2019-12-01 19:00:00,482,42516119637.0,1,0.04504545753024031,6,4.266369243397045
Vasko Atanasovski: Melem (edicija 2019),šopek virtuozen glasbenikov evropa atz goj quarteti tvoriti izjemen glasbenik namen snemanje nov album avtorski glasba združiti vaska znan sodelovanje svetoven znan glasbenik hinda zahr living coloura vlatek mojstrski pristop glasben stil izjemen glasben opus glasbenik kvarteta vodilen virtuozen instrumentalistov evropa svet akordeon italijan simona zanchina vask sodelovati več let skupaj odigrati velik album koncert zanchina vrhunski edinstven let prejeti nagrada orpheus dober jazz album let italija sodelovati glasbenik gianluiga trovesiti javiera girott paola fres hati benninka bill evans adati nussbaum blacka john patitucca reden svet solist orkestra milan scati francija prihajati vrhunski tubist michel godard vask sodelovati preteklost letošnji festival maribor kjer skupaj komoren godalen orkester slovenski izvesti koncert bogat kariera sodelovati glasben velikan michel portati louis sclavis henry texiera enrica rati michael riessler kenny wheeler ray anderson rab mnog član zasedba igra boben indijski tabla trenuten berlin živeč poljak bodek janka skupen let nagrajen jazzpreis visok nagrada jazz glasbenik nemčija german records critics award preis der deutschen zgoščenka olivio trummera westwinda let tekmovanje neuer deutschra jazzpreis mannheim dober solist let sodelovati glasbenik david liebman billy harper ben monder dav binney ariel sin vaska uspešen mlad dijak maribor profa nik sajek celovec profa igora mitrović mali noga dejaven razen glasben področje lahek pohvala mnog nastop mednaroden nagrada napisan skladba šopek virtuozen glasbenikov evropa združevati let trajajoč navdih poln projekt mel prevod pomen zdravilo tokrat izvedba močen avtorski glasba pretakati neskončen ljubezen večnost strast mojstrstvo visok energija mešanica glasben slog dober znan lastnost atz goj kvarteta vabilo ekstatičen skrivnosten srčen poln glasben potovanje režirati izvajati pravi mojster glasben umetnost izvajalec atz goj quarteti vaska saksofon flavta simona zanchina akordeon michel godard tub bodek janka boben tolkati gost ariel cena vstopnica dan koncert več,2019-11-30 20:00:00,306,339585799404291.0,1,0.10619542621443491,6,4.274695661159723
Sabizmi - umetnost poezije in saksofona,saba pisateljica aforizem vsestranski umetnica glasba profa michael erian delovati dom tujina sodelovati žanrski različen glasben zasedba akademija izpopolnjevati pedagoški različen seminar slovenski sodelovati tuj glasbenik svetoven kov don menz meliss aldan sanders jura pukl gregory boris kozel klemens marktti gary bartz georgio fama gilad atzmona sha maestra zadnji let zelo piš sabizem oblika življenjski doživet aforizem avtorski prvenec kjer glasba združiti beseda zasedba saba selássio saksofon doroteja pukšič sabizem maj matić klavir vstopnina,2020-02-27 20:30:00,142,258879784514929.0,4,0.09476643078307381,6,4.291766625825329
