naziv,opis,datum_od,stevilo,sifra_prizorisca,cluster_pca,center_distance_pca,cluster_tsne,center_distance_tsne
6. Dobrodelni LEO Cupcake Izziv,pekovski navdušenec uživati sladek slan dobrota ponoven pozdraviti leo klub ljubljana tivoli nedelja februar ura vaba kavarna sputnik tradicionalen dobrodelen leo cupcak izziv tokrat združiti center janez levec ljubljana vstopnina zbirati dobrodelen prispevek celota nameniti nakup prilagojen prenosen računalnik dijak poklicen program spadati oseba težek stopnja gibalen oviranost težek deformacija rok imeti peščica človek svet težava področje gibanje učenje dijak poln življenje vesel narava vzoren športnik zagret trenirati par plavanje tolikokrat poprej ponoven združiti dober namen lahek sodelovati prijava leoklubtivoli gmailc speči bolj izviren okusen simpatičen cupcak tortica lasten izbira udeležiti tekmovanje naziv leo cupcak let poimenovati pekovski stvaritev zaupati glaven sestavina cupcak tortica tekmovanje potekati kategorija sladek slan cupcak dodaten obiskovalec izbrati miss cupcak lep cupcak let tekmovalec lahek sodelovati posamezen kategorija cupcak tortica razdeliti žirija ostal volja obiskovalec pokušanje zmagovalec čakati super nagrada kmalu razkriti tekmovanje vseeno prisrčen vabiti priti posladkati dobrodelen cupcake dogodek sponzor sputnik svetoven kavarna ukiyy pop placa restaurant radagovindh restavracija jba janez bratovz glavzdravslovenija know how vabiti tekmovanje obisk leo klub ljubljana tivoli,2020-02-16 17:00:00,117,103727819702351.0,6,0.004006373106909642,5,4.968031637735597
BMX Race Ljubljana 2020,mednaroden tekmovanje olimpijski disciplina bmx raca,2020-04-18 10:00:00,150,890453831043213.0,6,0.004389214746585413,5,5.122801971959655
Študentska krvodajalska akcija – Častim ½ litra na Primorskem,častiti častiti šoup okvir vseslovenski študentski krvodajalski akcija slogan častiti liter organizirati krvodajalski akcija vseslovenski študentski akcija potekati oktober dan organiziran brezplačen prevoz krvodajalec bolnica koper postaja tržnica burger prevoz zadnji ura zapolniti mesto torek organiziran prevoz ftti turistica avtobusen postaja brezplačen prevoz koper obvezen prijava spleten obrazec krvodajalec prejeti darilo donator izvajalec prevoz tax port koper akcija potekati več kraj slovenija sodelovanje študentski organizacija univerza šos šoulja šoum šoup študentski klub zveza študentski klub slovenija več krvodajalski akcija lahek prebrati projekt preprostovoljen sofinancirati mesten občina koper projekt podpirati luk koper okvir sklad živet pristanišče,2019-10-07 07:45:00,118,161416927259893.0,6,0.004413616512609923,5,21.000814947548513
Praznični Trivia night: Letni časi,vesel december začenjati lahek lep sproščen prazničen vzdušje skupaj prijatelj poveseliti razmigati možganček nov tokrat prazničen trivio večer tokraten trivio leten čas pomen vprašanje trivio popeljati leten čas posebnost trivio imeti leten čas lahek misliti pridružiti ponedeljek december prazničen trivio night ponoven izveden dvorana štuk pomen trivio lahek udeležiti ekipa tekmovati ekipa lahek sestavljen največ študentov dober ekipa prejeti zanimiv nagrada prijava ekipa potekati splet naslednji povezava priti pokazati znanje skupaj pričarati prazničen vzdušje tokraten mesec december,2019-12-09 20:00:00,162,202091796475825.0,6,0.004486414175864841,0,15.561426190282537
1. Tekaško srečanje Istrskega maratona - Gremo na en Žveltin,priprava luk koper istrski maraton letos brezplačen tekaški srečanje pripravljati luk koper istrski maraton srečanje primeren začetnik aktiven tekač zato pogumen pridružiti skupaj ogrevati teči postopoma stopnjevati razdalja več zdrav tek priprava trening povedati trener tekaški skupina ekipec tekač obala pozabiti pijača običajen uživati tek prvič dobiti nedelja bonifik koper trening voditi tekaški skupina ekipec pridružiti žvelt,2019-10-20 09:00:00,104,567698513244505.0,6,0.004681355862326301,5,37.53082638642825
18. Ženska konferenca,vljuden vabiti ženski konferenca sobota november ura anton dom tržaški ljubljana naslov konferenca odkleniti dediščina gostja glaven govornica sonj horswell vaba združenje evangelijski žena slovenija informacija urd dubravek angleški govoreč carola lahek pričakovati klepet kavica čaščenje bog pričevanje drama skupen kosilo beseda spodbuda tolažba srečanje bog molitev druženje presenečenje cena prostovoljen prispevek,2019-11-23 10:00:00,212,168163297440573.0,6,0.004694034903030563,4,31.10363064115915
6. Markoton,odličen tekaški prireditev lahek tekač izbirati različ proga speljan ravnica omogočati zelo hiter tek,2020-04-27 10:00:00,247,516913315123464.0,6,0.0051111953771186686,5,34.34400292540695
57. Mednarodni kmetijsko-živilski sejem AGRA,agor mednaroden kmetijskoživilski sejem termin sejem avgust,2019-08-24 09:00:00,3552,390159551125112.0,6,0.00529804768058347,0,31.308986881190158
Prešernova avantura 2020,cilj prešernov avantura ekipa poiskati več ktja limit neosvojen prinesti kazenski minuta kontrolen točka pregled koordinati export naslov okrepčevalnica priva gasilski dom velik račen veljati samooskrba nagrada podeljevati predv gasilski dom velik račen sodelovati udeleženec presernovaavantura organizator nagrada nadaljnji prodaja prenosljiv dogovor organizator družinski član bližnji tekaški prijatelj,2020-02-08 08:00:00,117,106597364163669.0,6,0.005342804172556975,5,15.463368332035458
Valencia maraton & 10km - tekaški izlet,hiter španski maraton letos začetek december gostilo odprava velik španski mesto kjer maraton hiter svet nuditi izjemen velik znamenitost kulinaričen poslastica navsezadnje valencija prestolnica paell prijeten temperatura hiter atraktiven maratonski proga bogat nočen življenje španski temperament rabiti razlog iti prijava štartati petek vračati ponedeljek vmes čakati nepozaben turističen kulinaričen tekaški dogodivščina vabiti več informacija prijava,2019-11-29 01:00:00,386,133317336700761.0,6,0.005426160484709157,5,42.548411502801656
